,Location Name,Latitude,Longitude,TV Show Name,TV Show Page Link
4506,Dover Castle,51.128258,1.322359,The Crown,https://www.latlong.net/location/the-crown-locations-47
4507,Elstree Studios,51.658234,-0.269875,The Crown,https://www.latlong.net/location/the-crown-locations-47
4508,Ely Cathedral,52.398857,0.262916,The Crown,https://www.latlong.net/location/the-crown-locations-47
4509,Englefield House,51.443127,-1.106834,The Crown,https://www.latlong.net/location/the-crown-locations-47
4510,Gordonstoun school,51.710732,-2.278622,The Crown,https://www.latlong.net/location/the-crown-locations-47
4511,Hatfield House,51.760609,-0.209992,The Crown,https://www.latlong.net/location/the-crown-locations-47
4512,Lancaster House,51.503761,-0.139783,The Crown,https://www.latlong.net/location/the-crown-locations-47
4513,Liverpool,53.402813,-3.003732,The Crown,https://www.latlong.net/location/the-crown-locations-47
4514,Loseley Park,51.21529,-0.6064,The Crown,https://www.latlong.net/location/the-crown-locations-47
4515,New Slains Castle,57.415398,-1.83451,The Crown,https://www.latlong.net/location/the-crown-locations-47
4516,Old Royal Naval College,51.483215,-0.006966,The Crown,https://www.latlong.net/location/the-crown-locations-47
4517,Theatre Royal Drury Lane,51.512852,-0.12079,The Crown,https://www.latlong.net/location/the-crown-locations-47
4518,Waddesdon Manor,51.84227,-0.939697,The Crown,https://www.latlong.net/location/the-crown-locations-47
4519,Wilton House,51.078465,-1.859758,The Crown,https://www.latlong.net/location/the-crown-locations-47
4520,Woodchester Mansion,51.710705,-2.277734,The Crown,https://www.latlong.net/location/the-crown-locations-47
4521,Wrotham Park,51.677231,-0.197092,The Crown,https://www.latlong.net/location/the-crown-locations-47
4522,Cotswold Airport,51.669971,-2.058265,The Diplomat,https://www.latlong.net/location/the-diplomat-locations-1842
4523,Ditchley Park,51.887897,-1.434519,The Diplomat,https://www.latlong.net/location/the-diplomat-locations-1842
4524,Gloucestershire,51.838051,-2.37932,The Diplomat,https://www.latlong.net/location/the-diplomat-locations-1842
4525,Greenwich,51.492523,0.004867,The Diplomat,https://www.latlong.net/location/the-diplomat-locations-1842
4526,Louvre Museum,48.860634,2.337481,The Diplomat,https://www.latlong.net/location/the-diplomat-locations-1842
4527,Old Royal Naval College,51.482704,-0.006859,The Diplomat,https://www.latlong.net/location/the-diplomat-locations-1842
4528,Paris,48.857716,2.327939,The Diplomat,https://www.latlong.net/location/the-diplomat-locations-1842
4529,"U.S. Embassy, London",51.482578,-0.132409,The Diplomat,https://www.latlong.net/location/the-diplomat-locations-1842
4530,Wrotham Park,51.676186,-0.201311,The Diplomat,https://www.latlong.net/location/the-diplomat-locations-1842
4531,Los Angeles,34.056343,-118.274055,The Dropout,https://www.latlong.net/location/the-dropout-locations-1503
4532,Stanford,37.426552,-122.170036,The Dropout,https://www.latlong.net/location/the-dropout-locations-1503
4533,"University of California, Los Angeles",34.068924,-118.445259,The Dropout,https://www.latlong.net/location/the-dropout-locations-1503
4534,Johnny Carson Park,34.154259,-118.330223,The Ellen DeGeneres Show,https://www.latlong.net/location/the-ellen-degeneres-show-locations-1114
4535,The Burbank Studios (NBC Studios),34.154537,-118.334389,The Ellen DeGeneres Show,https://www.latlong.net/location/the-ellen-degeneres-show-locations-1114
4536,The Ellen DeGeneres Show's Stage,34.147652,-118.341698,The Ellen DeGeneres Show,https://www.latlong.net/location/the-ellen-degeneres-show-locations-1114
4537,Walt Disney World,28.375616,-81.527924,The Ellen DeGeneres Show,https://www.latlong.net/location/the-ellen-degeneres-show-locations-1114
4538,Ávila‎,40.660679,-4.694183,The English,https://www.latlong.net/location/the-english-locations-1728
4539,Segovia,40.941608,-4.116011,The English,https://www.latlong.net/location/the-english-locations-1728
4540,Tembleque,39.69577,-3.505977,The English,https://www.latlong.net/location/the-english-locations-1728
4541,Bradford,53.796898,-1.761358,The English Game,https://www.latlong.net/location/the-english-game-locations-535
4542,Cater St,53.794643,-1.746422,The English Game,https://www.latlong.net/location/the-english-game-locations-535
4543,Little Germany,53.794254,-1.746615,The English Game,https://www.latlong.net/location/the-english-game-locations-535
4544,Martins Bldg,53.40678,-2.992416,The English Game,https://www.latlong.net/location/the-english-game-locations-535
4545,Saltaire,53.838192,-1.791205,The English Game,https://www.latlong.net/location/the-english-game-locations-535
4546,Shipley,53.83572,-1.779122,The English Game,https://www.latlong.net/location/the-english-game-locations-535
4547,New York City,40.747906,-73.992546,The Expanse,https://www.latlong.net/location/the-expanse-locations-964
4548,Pinewood Toronto Studios,43.649132,-79.342911,The Expanse,https://www.latlong.net/location/the-expanse-locations-964
4549,Toronto,43.720844,-79.475349,The Expanse,https://www.latlong.net/location/the-expanse-locations-964
4550,123 State Alley,33.247784,-84.264351,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4551,201 Mill St,33.054462,-84.15583,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4552,66 Hogue St NE (Isaiah Bradley's House),33.75613,-84.371223,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4553,661 Dyer Rd,33.457798,-84.896263,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4554,787 Windsor St SW,33.734131,-84.398827,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4555,833 Dancy Ave,31.963785,-81.117409,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4556,Atlanta,33.747391,-84.399635,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4557,Atlantic Station,33.791351,-84.399841,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4558,Colloredo-Mansfeld Palace,50.085903,14.414461,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4559,Dobbins Air Reserve Base,33.918777,-84.5047,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4560,Domaine,33.785934,-84.384109,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4561,Duluth High School,34.009235,-84.144157,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4562,Fulton County Airport,33.776154,-84.522163,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4563,Georgia Capitol Museum,33.74902,-84.388382,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4564,High Museum Of Art,33.79007,-84.385567,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4565,Jungmannovo nám.,50.083389,14.422927,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4566,Krog St NE,33.755505,-84.364296,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4567,Ministry Of Culture,50.085365,14.405855,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4568,OFS,33.913879,-84.215492,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4569,Olšany Cemetery (Olšanské hřbitovy),50.080494,14.466678,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4570,Prague,50.080906,14.395107,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4571,Pratt-Pullman Yard,33.757484,-84.328323,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4572,Silver Deck,33.755192,-84.398849,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4573,St. Gabriel Monastery and Church of the Annunciation,50.074902,14.395945,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4574,Sweetwater Creek State Park,33.752422,-84.628937,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4575,The Wimbish House,33.785892,-84.3834,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4576,Trilith Studios (Pinewood Atlanta Studios),33.472435,-84.513168,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4577,Troja Bridge,50.112194,14.435818,The Falcon and the Winter Soldier,https://www.latlong.net/location/the-falcon-and-the-winter-soldier-locations-1164
4578,1 Victoria Sq,54.598461,-5.924941,The Fall,https://www.latlong.net/location/the-fall-locations-861
4579,2 Lanyon Pl,54.59623,-5.92077,The Fall,https://www.latlong.net/location/the-fall-locations-861
4580,Belfast,54.597015,-5.930894,The Fall,https://www.latlong.net/location/the-fall-locations-861
4581,Belfast International Airport,54.65572,-6.217873,The Fall,https://www.latlong.net/location/the-fall-locations-861
4582,Belfast Metropolitan College,54.600021,-5.936476,The Fall,https://www.latlong.net/location/the-fall-locations-861
4583,Cityside Retail & Leisure Park,54.608505,-5.926575,The Fall,https://www.latlong.net/location/the-fall-locations-861
4584,Holiday Inn Belfast City Centre,54.592857,-5.93608,The Fall,https://www.latlong.net/location/the-fall-locations-861
4585,Knightsbridge Park,54.567596,-5.93782,The Fall,https://www.latlong.net/location/the-fall-locations-861
4586,The Merchant Hotel,54.601074,-5.925649,The Fall,https://www.latlong.net/location/the-fall-locations-861
4587,The Odyssey Arena,54.603825,-5.915115,The Fall,https://www.latlong.net/location/the-fall-locations-861
4588,Whiteabbey Hospital,54.67178,-5.912519,The Fall,https://www.latlong.net/location/the-fall-locations-861
4589,Bridge Studios -Boundary-,49.263058,-123.020721,The Fall of the House of Usher,https://www.latlong.net/location/the-fall-of-the-house-of-usher-locations-1890
4590,Vancouver,49.281818,-123.132553,The Fall of the House of Usher,https://www.latlong.net/location/the-fall-of-the-house-of-usher-locations-1890
4591,Ballard Estate (बॅलार्ड इस्टेट),18.936502,72.834839,The Family Man,https://www.latlong.net/location/the-family-man-locations-1288
4592,Chennai (சென்னை),13.036468,80.171059,The Family Man,https://www.latlong.net/location/the-family-man-locations-1288
4593,Delhi (दिल्ली),28.692123,77.190292,The Family Man,https://www.latlong.net/location/the-family-man-locations-1288
4594,Leh,34.154217,77.571686,The Family Man,https://www.latlong.net/location/the-family-man-locations-1288
4595,Mumbai (मुंबई),19.084282,72.856529,The Family Man,https://www.latlong.net/location/the-family-man-locations-1288
4596,Atlanta,33.755676,-84.422333,The First Lady,https://www.latlong.net/location/the-first-lady-locations-1499
4597,Covington,33.60519,-83.861008,The First Lady,https://www.latlong.net/location/the-first-lady-locations-1499
4598,Macon,32.832191,-83.665443,The First Lady,https://www.latlong.net/location/the-first-lady-locations-1499
4599,Allied Shipbuilders Ltd.,49.302464,-123.021736,The Flash,https://www.latlong.net/location/the-flash-locations-170
4600,Coquitlam,49.282921,-122.804604,The Flash,https://www.latlong.net/location/the-flash-locations-170
4601,Portland,45.502052,-122.692383,The Flash,https://www.latlong.net/location/the-flash-locations-170
4602,Surrey,49.101002,-122.829865,The Flash,https://www.latlong.net/location/the-flash-locations-170
4603,Vancouver,49.274994,-123.134888,The Flash,https://www.latlong.net/location/the-flash-locations-170
4604,Vancouver City Hall,49.260853,-123.114059,The Flash,https://www.latlong.net/location/the-flash-locations-170
4605,Bangkok (กรุงเทพมหานคร),13.773797,100.498482,The Flight Attendant,https://www.latlong.net/location/the-flight-attendant-locations-1016
4606,New York City,40.757034,-73.987358,The Flight Attendant,https://www.latlong.net/location/the-flight-attendant-locations-1016
4607,Rome,41.907993,12.486441,The Flight Attendant,https://www.latlong.net/location/the-flight-attendant-locations-1016
4608,White Plains,41.031559,-73.768547,The Flight Attendant,https://www.latlong.net/location/the-flight-attendant-locations-1016
4609,Detling Diner A249,51.301121,0.597429,The Gentlemen (TV series),https://www.latlong.net/location/the-gentlemen-tv-series-locations-2002
4610,Knebworth House,51.872917,-0.214868,The Gentlemen (TV series),https://www.latlong.net/location/the-gentlemen-tv-series-locations-2002
4611,London,51.51141,-0.159367,The Gentlemen (TV series),https://www.latlong.net/location/the-gentlemen-tv-series-locations-2002
4612,Loseley Park,51.21526,-0.605758,The Gentlemen (TV series),https://www.latlong.net/location/the-gentlemen-tv-series-locations-2002
4613,Sherborne Castle,50.945854,-2.500725,The Gentlemen (TV series),https://www.latlong.net/location/the-gentlemen-tv-series-locations-2002
4614,Stoke Ct,51.546185,-0.594413,The Gentlemen (TV series),https://www.latlong.net/location/the-gentlemen-tv-series-locations-2002
4615,The Athenaeum Club,51.506874,-0.13267,The Gentlemen (TV series),https://www.latlong.net/location/the-gentlemen-tv-series-locations-2002
4616,The Badminton Estate,51.544861,-2.280513,The Gentlemen (TV series),https://www.latlong.net/location/the-gentlemen-tv-series-locations-2002
4617,New York City,40.749832,-73.998711,The Gilded Age,https://www.latlong.net/location/the-gilded-age-locations-1490
4618,Newport,41.477032,-71.33831,The Gilded Age,https://www.latlong.net/location/the-gilded-age-locations-1490
4619,Troy,42.73539,-73.692192,The Gilded Age,https://www.latlong.net/location/the-gilded-age-locations-1490
4620,Savannah,32.078114,-81.135666,The Girl from Plainville,https://www.latlong.net/location/the-girl-from-plainville-locations-1493
4621,Tybee Island,32.009796,-80.86335,The Girl from Plainville,https://www.latlong.net/location/the-girl-from-plainville-locations-1493
4622,1611 4th St NW,35.100361,-106.648788,The Girlfriend Experience,https://www.latlong.net/location/the-girlfriend-experience-locations-1243
4623,Albuquerque,35.085777,-106.664192,The Girlfriend Experience,https://www.latlong.net/location/the-girlfriend-experience-locations-1243
4624,Bay St,43.657269,-79.384392,The Girlfriend Experience,https://www.latlong.net/location/the-girlfriend-experience-locations-1243
4625,Chicago,41.862053,-87.702263,The Girlfriend Experience,https://www.latlong.net/location/the-girlfriend-experience-locations-1243
4626,London,51.507683,-0.134244,The Girlfriend Experience,https://www.latlong.net/location/the-girlfriend-experience-locations-1243
4627,Miami,25.762751,-80.214798,The Girlfriend Experience,https://www.latlong.net/location/the-girlfriend-experience-locations-1243
4628,Toronto,43.747093,-79.479568,The Girlfriend Experience,https://www.latlong.net/location/the-girlfriend-experience-locations-1243
4629,University of Toronto Mississauga,43.548615,-79.663185,The Girlfriend Experience,https://www.latlong.net/location/the-girlfriend-experience-locations-1243
4630,Yorkville,43.672565,-79.393204,The Girlfriend Experience,https://www.latlong.net/location/the-girlfriend-experience-locations-1243
4631,245 N Saltair Ave,34.065117,-118.475174,The Golden Girls,https://www.latlong.net/location/the-golden-girls-locations-1018
4632,Orlando,28.498749,-81.40696,The Golden Girls,https://www.latlong.net/location/the-golden-girls-locations-1018
4633,RED Studios Hollywood (Ren-Mar Studios),34.086102,-118.32827,The Golden Girls,https://www.latlong.net/location/the-golden-girls-locations-1018
4634,Sunset Gower Studios,34.096737,-118.32206,The Golden Girls,https://www.latlong.net/location/the-golden-girls-locations-1018
4635,Burnaby,49.248436,-122.986244,The Good Doctor,https://www.latlong.net/location/the-good-doctor-locations-493
4636,Coquitlam,49.284016,-122.801987,The Good Doctor,https://www.latlong.net/location/the-good-doctor-locations-493
4637,Merritt Airport (YMB),50.122528,-120.74231,The Good Doctor,https://www.latlong.net/location/the-good-doctor-locations-493
4638,Port Coquitlam,49.263744,-122.783623,The Good Doctor,https://www.latlong.net/location/the-good-doctor-locations-493
4639,San Francisco Bay Area,37.617748,-122.603554,The Good Doctor,https://www.latlong.net/location/the-good-doctor-locations-493
4640,San Jose,37.335194,-121.89505,The Good Doctor,https://www.latlong.net/location/the-good-doctor-locations-493
4641,Surrey,49.169807,-122.840111,The Good Doctor,https://www.latlong.net/location/the-good-doctor-locations-493
4642,Surrey City Hall,49.191383,-122.848877,The Good Doctor,https://www.latlong.net/location/the-good-doctor-locations-493
4643,Vancouver,49.263649,-123.144554,The Good Doctor,https://www.latlong.net/location/the-good-doctor-locations-493
4644,VCC Broadway Campus,49.263351,-123.080963,The Good Doctor,https://www.latlong.net/location/the-good-doctor-locations-493
4645,Belle Isle,37.528709,-77.452484,The Good Lord Bird,https://www.latlong.net/location/the-good-lord-bird-locations-917
4646,Bolling Haxall House,37.542187,-77.441544,The Good Lord Bird,https://www.latlong.net/location/the-good-lord-bird-locations-917
4647,Church Hill,37.532639,-77.418236,The Good Lord Bird,https://www.latlong.net/location/the-good-lord-bird-locations-917
4648,Petersburg,37.206264,-77.409256,The Good Lord Bird,https://www.latlong.net/location/the-good-lord-bird-locations-917
4649,Powhatan,37.541348,-77.919701,The Good Lord Bird,https://www.latlong.net/location/the-good-lord-bird-locations-917
4650,Rockett's Landing,37.516121,-77.415939,The Good Lord Bird,https://www.latlong.net/location/the-good-lord-bird-locations-917
4651,Three Lakes Park & Nature Center,37.618191,-77.430969,The Good Lord Bird,https://www.latlong.net/location/the-good-lord-bird-locations-917
4652,Huntington Library,34.127628,-118.112022,The Good Place,https://www.latlong.net/location/the-good-place-locations-375
4653,San Marino,34.135872,-118.10849,The Good Place,https://www.latlong.net/location/the-good-place-locations-375
4654,Universal Studios,34.139122,-118.354385,The Good Place,https://www.latlong.net/location/the-good-place-locations-375
4655,3 Mills Studios,51.527374,-0.006995,The Great,https://www.latlong.net/location/the-great-locations-693
4656,Belvoir Castle,52.894691,-0.782495,The Great,https://www.latlong.net/location/the-great-locations-693
4657,Bow,51.532528,-0.031811,The Great,https://www.latlong.net/location/the-great-locations-693
4658,Castle Howard,54.121769,-0.906217,The Great,https://www.latlong.net/location/the-great-locations-693
4659,Ham House and Garden,51.444183,-0.314109,The Great,https://www.latlong.net/location/the-great-locations-693
4660,Hatfield,51.764164,-0.224848,The Great,https://www.latlong.net/location/the-great-locations-693
4661,Hatfield House,51.76062,-0.209289,The Great,https://www.latlong.net/location/the-great-locations-693
4662,Hever,51.186581,0.112577,The Great,https://www.latlong.net/location/the-great-locations-693
4663,Hever Castle & Gardens,51.186863,0.113821,The Great,https://www.latlong.net/location/the-great-locations-693
4664,Reggia di Caserta,41.073174,14.326996,The Great,https://www.latlong.net/location/the-great-locations-693
4665,Richmond,51.461998,-0.306651,The Great,https://www.latlong.net/location/the-great-locations-693
4666,St Clere Estate,51.309353,0.261009,The Great,https://www.latlong.net/location/the-great-locations-693
4667,Wrest Park,52.007847,-0.412487,The Great,https://www.latlong.net/location/the-great-locations-693
4668,York,53.959988,-1.089205,The Great,https://www.latlong.net/location/the-great-locations-693
4669,Allan Gardens Children's Conservatory,43.662083,-79.375542,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4670,Bay Station,43.670334,-79.390022,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4671,Bernie Arbour Memorial Stadium,43.21077,-79.824112,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4672,Bonjour Brioche,43.659817,-79.346313,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4673,Cambridge,43.397789,-80.30722,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4674,Cinespace Film Studios,43.630409,-79.529076,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4675,DEQ Terrace and Lounge,43.645336,-79.387314,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4676,Hamilton,43.255722,-79.871101,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4677,Hilton Toronto,43.649929,-79.385529,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4678,Hotel X Toronto,43.63282,-79.411858,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4679,Humber College,43.596371,-79.520386,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4680,Jackson St W,43.25676,-79.879623,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4681,Mill Race Park,43.362701,-80.315849,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4682,Oshawa,43.913021,-78.862831,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4683,Russett Ave,43.661568,-79.437271,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4684,Toronto,43.65189,-79.381706,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4685,Toronto Markham Airport,43.932549,-79.273315,The Handmaid's Tale,https://www.latlong.net/location/the-handmaid-s-tale-locations-21
4686,Cambridge,43.400448,-80.34272,The Hardy Boys,https://www.latlong.net/location/the-hardy-boys-locations-1064
4687,Hamilton,43.252422,-79.897575,The Hardy Boys,https://www.latlong.net/location/the-hardy-boys-locations-1064
4688,Hamilton Film Studios,43.265926,-79.85376,The Hardy Boys,https://www.latlong.net/location/the-hardy-boys-locations-1064
4689,Port Hope,44.008217,-78.41745,The Hardy Boys,https://www.latlong.net/location/the-hardy-boys-locations-1064
4690,Toronto,43.690685,-79.479507,The Hardy Boys,https://www.latlong.net/location/the-hardy-boys-locations-1064
4691,The Bridge Studios,49.26305,-123.020638,The Haunting of Bly Manor,https://www.latlong.net/location/the-haunting-of-bly-manor-locations-878
4692,Thornewood Castle,47.130325,-122.5513,The Haunting of Bly Manor,https://www.latlong.net/location/the-haunting-of-bly-manor-locations-878
4693,Vancouver,49.283421,-123.125122,The Haunting of Bly Manor,https://www.latlong.net/location/the-haunting-of-bly-manor-locations-878
4694,696 Sherwood Rd NE (Steven's house),33.798637,-84.364365,The Haunting of Hill House,https://www.latlong.net/location/the-haunting-of-hill-house-locations-49
4695,Atlanta,33.741802,-84.387314,The Haunting of Hill House,https://www.latlong.net/location/the-haunting-of-hill-house-locations-49
4696,Atlanta Recovery Center,33.74976,-84.393303,The Haunting of Hill House,https://www.latlong.net/location/the-haunting-of-hill-house-locations-49
4697,Bisham Manor,33.098064,-85.012558,The Haunting of Hill House,https://www.latlong.net/location/the-haunting-of-hill-house-locations-49
4698,Discover Inn,33.724663,-84.278297,The Haunting of Hill House,https://www.latlong.net/location/the-haunting-of-hill-house-locations-49
4699,EUE Screen Gems Studios,33.701344,-84.39695,The Haunting of Hill House,https://www.latlong.net/location/the-haunting-of-hill-house-locations-49
4700,Georgia,32.57074,-83.938171,The Haunting of Hill House,https://www.latlong.net/location/the-haunting-of-hill-house-locations-49
4701,Hunter-Allen-Myhand Funeral Home (Nell's wedding reception),33.043953,-85.021111,The Haunting of Hill House,https://www.latlong.net/location/the-haunting-of-hill-house-locations-49
4702,LaGrange,33.036667,-85.033089,The Haunting of Hill House,https://www.latlong.net/location/the-haunting-of-hill-house-locations-49
4703,Rehab center,33.749702,-84.39325,The Haunting of Hill House,https://www.latlong.net/location/the-haunting-of-hill-house-locations-49
4704,The Bridge Studios,49.263203,-123.020264,The Haunting of Hill House,https://www.latlong.net/location/the-haunting-of-hill-house-locations-49
4705,The Whitlock Inn,33.951881,-84.553123,The Haunting of Hill House,https://www.latlong.net/location/the-haunting-of-hill-house-locations-49
4706,Tongue & Groove,33.822372,-84.369217,The Haunting of Hill House,https://www.latlong.net/location/the-haunting-of-hill-house-locations-49
4707,Vancouver,49.278717,-123.12339,The Haunting of Hill House,https://www.latlong.net/location/the-haunting-of-hill-house-locations-49
4708,Los Angeles,34.057693,-118.276428,The Idol,https://www.latlong.net/location/the-idol-locations-1860
4709,SoFi Stadium,33.95348,-118.3395,The Idol,https://www.latlong.net/location/the-idol-locations-1860
4710,4 Whitley Cl,51.698486,-0.407372,The Inbetweeners,https://www.latlong.net/location/the-inbetweeners-locations-767
4711,Inglis Barracks,51.612656,-0.208766,The Inbetweeners,https://www.latlong.net/location/the-inbetweeners-locations-767
4712,Ruislip High School,51.56308,-0.41249,The Inbetweeners,https://www.latlong.net/location/the-inbetweeners-locations-767
4713,Modalen,60.921001,5.919956,The Innocents,https://www.latlong.net/location/the-innocents-locations-694
4714,Skipton,53.963982,-2.017691,The Innocents,https://www.latlong.net/location/the-innocents-locations-694
4715,"Abbey Square, Chester",53.192448,-2.891982,The Irregulars,https://www.latlong.net/location/the-irregulars-locations-1185
4716,Dorfold Hall,53.068554,-2.545233,The Irregulars,https://www.latlong.net/location/the-irregulars-locations-1185
4717,Ellesmere Port,53.279224,-2.902358,The Irregulars,https://www.latlong.net/location/the-irregulars-locations-1185
4718,Falkner St,53.399387,-2.962995,The Irregulars,https://www.latlong.net/location/the-irregulars-locations-1185
4719,Gladstone Pottery Museum,52.986786,-2.131546,The Irregulars,https://www.latlong.net/location/the-irregulars-locations-1185
4720,Hoole,53.200428,-2.867109,The Irregulars,https://www.latlong.net/location/the-irregulars-locations-1185
4721,Liverpool,53.415562,-2.973189,The Irregulars,https://www.latlong.net/location/the-irregulars-locations-1185
4722,Rotherham,53.431992,-1.366568,The Irregulars,https://www.latlong.net/location/the-irregulars-locations-1185
4723,St George's Hall Liverpool,53.408592,-2.980088,The Irregulars,https://www.latlong.net/location/the-irregulars-locations-1185
4724,433 S Lucerne Blvd (Norman's home - exterior),34.066113,-118.324821,The Kominsky Method,https://www.latlong.net/location/the-kominsky-method-locations-1229
4725,6365 Selma Ave,34.099903,-118.329033,The Kominsky Method,https://www.latlong.net/location/the-kominsky-method-locations-1229
4726,Angel's Gate Park,33.711235,-118.293686,The Kominsky Method,https://www.latlong.net/location/the-kominsky-method-locations-1229
4727,Los Angeles,34.072372,-118.273529,The Kominsky Method,https://www.latlong.net/location/the-kominsky-method-locations-1229
4728,Musso & Frank Grill,34.101765,-118.335426,The Kominsky Method,https://www.latlong.net/location/the-kominsky-method-locations-1229
4729,Pechanga Resort Casino,33.456467,-117.106728,The Kominsky Method,https://www.latlong.net/location/the-kominsky-method-locations-1229
4730,Budapest,47.50563,19.031446,The Last Kingdom,https://www.latlong.net/location/the-last-kingdom-locations-654
4731,Korda Studios,47.440151,18.729012,The Last Kingdom,https://www.latlong.net/location/the-last-kingdom-locations-654
4732,108 St,53.543034,-113.506699,The Last of Us,https://www.latlong.net/location/the-last-of-us-locations-1740
4733,2320 2 Ave,49.725231,-113.40863,The Last of Us,https://www.latlong.net/location/the-last-of-us-locations-1740
4734,295 Shawville Blvd SE,50.900421,-114.067383,The Last of Us,https://www.latlong.net/location/the-last-of-us-locations-1740
4735,3304 33 St NW,51.082226,-114.132393,The Last of Us,https://www.latlong.net/location/the-last-of-us-locations-1740
4736,4th Ave Fly-over Bridge,51.050201,-114.052719,The Last of Us,https://www.latlong.net/location/the-last-of-us-locations-1740
4737,5009 51 St,51.791084,-114.106163,The Last of Us,https://www.latlong.net/location/the-last-of-us-locations-1740
4738,501 400 Suntree Pl,50.733192,-113.971306,The Last of Us,https://www.latlong.net/location/the-last-of-us-locations-1740
4739,508 15 Ave SW,51.038963,-114.072098,The Last of Us,https://www.latlong.net/location/the-last-of-us-locations-1740
4740,726 7 St,51.088531,-115.360054,The Last of Us,https://www.latlong.net/location/the-last-of-us-locations-1740
4741,817 14 St,51.094082,-115.361931,The Last of Us,https://www.latlong.net/location/the-last-of-us-locations-1740
4742,Airport Trl NE,51.139744,-113.987732,The Last of Us,https://www.latlong.net/location/the-last-of-us-locations-1740
4743,Alberta Legislature Building,53.53334,-113.50724,The Last of Us,https://www.latlong.net/location/the-last-of-us-locations-1740
4744,Beach Way SW,50.576756,-113.89463,The Last of Us,https://www.latlong.net/location/the-last-of-us-locations-1740
4745,Calgary,51.024109,-114.086731,The Last of Us,https://www.latlong.net/location/the-last-of-us-locations-1740
