,Location Name,Latitude,Longitude,Movie Name,Movie Page Link
266,High Tatras,49.166817,20.130051,A Boy Called Christmas,https://www.latlong.net/location/a-boy-called-christmas-locations-1455
267,Keystone Cres,51.532104,-0.120219,A Boy Called Christmas,https://www.latlong.net/location/a-boy-called-christmas-locations-1455
268,Kilpisjärvi,69.044716,20.802176,A Boy Called Christmas,https://www.latlong.net/location/a-boy-called-christmas-locations-1455
269,Křivoklát Castle,50.037636,13.87211,A Boy Called Christmas,https://www.latlong.net/location/a-boy-called-christmas-locations-1455
270,Lapland,68.011818,24.862225,A Boy Called Christmas,https://www.latlong.net/location/a-boy-called-christmas-locations-1455
271,London,51.513386,-0.131225,A Boy Called Christmas,https://www.latlong.net/location/a-boy-called-christmas-locations-1455
272,Medieval Museum Řepora,50.041019,14.306741,A Boy Called Christmas,https://www.latlong.net/location/a-boy-called-christmas-locations-1455
273,Prague,50.095299,14.436419,A Boy Called Christmas,https://www.latlong.net/location/a-boy-called-christmas-locations-1455
274,Regent's Park Rd,51.542599,-0.155369,A Boy Called Christmas,https://www.latlong.net/location/a-boy-called-christmas-locations-1455
275,232 Queen St,43.650341,-79.390221,A Christmas Story,https://www.latlong.net/location/a-christmas-story-locations-239
276,3159 W. 11th St (A Christmas Story House),41.468731,-81.687355,A Christmas Story,https://www.latlong.net/location/a-christmas-story-locations-239
277,64 Sears St,43.662479,-79.32843,A Christmas Story,https://www.latlong.net/location/a-christmas-story-locations-239
278,744 Gerrard St,43.66684,-79.347305,A Christmas Story,https://www.latlong.net/location/a-christmas-story-locations-239
279,Central Senior Public School,44.353687,-78.745491,A Christmas Story,https://www.latlong.net/location/a-christmas-story-locations-239
280,Cherry Street Bridge,43.6413,-79.349007,A Christmas Story,https://www.latlong.net/location/a-christmas-story-locations-239
281,Cleveland,41.50555,-81.691498,A Christmas Story,https://www.latlong.net/location/a-christmas-story-locations-239
282,Cleveland Public Square,41.499695,-81.693726,A Christmas Story,https://www.latlong.net/location/a-christmas-story-locations-239
283,Higbee's Department Store,41.498119,-81.690918,A Christmas Story,https://www.latlong.net/location/a-christmas-story-locations-239
284,Sears St,43.662708,-79.327209,A Christmas Story,https://www.latlong.net/location/a-christmas-story-locations-239
285,St. Catharines,43.159988,-79.247017,A Christmas Story,https://www.latlong.net/location/a-christmas-story-locations-239
286,Tremont,41.483089,-81.689552,A Christmas Story,https://www.latlong.net/location/a-christmas-story-locations-239
287,Victoria Public School (closed),43.171249,-79.234215,A Christmas Story,https://www.latlong.net/location/a-christmas-story-locations-239
288,Cleveland,41.49559,-81.714798,A Christmas Story Christmas,https://www.latlong.net/location/a-christmas-story-christmas-locations-1705
289,Sofia (София),42.698483,23.304295,A Christmas Story Christmas,https://www.latlong.net/location/a-christmas-story-christmas-locations-1705
290,Toronto,43.726662,-79.457001,A Christmas Story Christmas,https://www.latlong.net/location/a-christmas-story-christmas-locations-1705
291,Bari,41.117012,16.863539,A Classic Horror Story,https://www.latlong.net/location/a-classic-horror-story-locations-1326
292,Gargano National Park,41.78159,15.850936,A Classic Horror Story,https://www.latlong.net/location/a-classic-horror-story-locations-1326
293,Macchia Grande di Manziana,42.123795,12.12217,A Classic Horror Story,https://www.latlong.net/location/a-classic-horror-story-locations-1326
294,Rome,41.907715,12.495432,A Classic Horror Story,https://www.latlong.net/location/a-classic-horror-story-locations-1326
295,Blenheim Mews,51.695309,-0.29128,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
296,Bricket Wood,51.707546,-0.367607,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
297,Brunel University,51.532398,-0.473088,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
298,Chelsea,51.487484,-0.171142,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
299,Chelsea Drugstore,51.489792,-0.16281,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
300,Chelsea Embankment,51.484085,-0.161061,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
301,Edgwarebury Hotel,51.639259,-0.28981,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
302,Elstree,51.64423,-0.298838,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
303,Elstree Film Studios,51.6581,-0.269322,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
304,Friars Square,51.815872,-0.812782,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
305,Hertfordshire,51.830494,-0.297812,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
306,Kingston,51.412247,-0.30224,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
307,Lecture Centre,51.532887,-0.472849,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
308,London,51.508038,-0.133117,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
309,Manor Lodge School,51.706223,-0.261973,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
310,Pinewood Studios,51.548779,-0.532279,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
311,Princess Alexandra Hospital,51.77103,0.085741,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
312,Shipton Under Wychwood,51.859051,-1.597468,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
313,South Mere,51.500107,0.12429,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
314,Thamesmead,51.505318,0.108347,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
315,The Warren,51.691658,-0.314872,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
316,Wandsworth Bridge Roundabout,51.462688,-0.186026,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
317,Wandsworth Prison,51.449738,-0.177532,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
318,Ward Royal,51.482365,-0.614857,A Clockwork Orange,https://www.latlong.net/location/a-clockwork-orange-locations-801
319,2415 20th St NW,38.921642,-77.046776,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
320,3017 Dent Pl NW,38.912052,-77.060089,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
321,Crystal Cove,33.576237,-117.842865,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
322,Crystal Cove State Park,33.580109,-117.805176,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
323,Fort MacArthur,33.712078,-118.296074,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
324,Georgetown,38.910217,-77.067963,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
325,Laguna Beach,33.544231,-117.788322,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
326,"Motel 6 Washington, DC",38.910198,-76.997971,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
327,Newport Beach,33.611839,-117.869781,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
328,Point Mugu Naval Air Station,34.127983,-119.095009,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
329,Port of Los Angeles,33.736496,-118.270363,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
330,San Pedro Bay,33.733612,-118.202477,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
331,Sony Pictures Entertainment,34.017689,-118.401146,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
332,St. Elizabeth's Hospital,38.847912,-76.98877,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
333,The Culver Studios,34.02409,-118.39299,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
334,Warner Bros. Studios,34.147942,-118.337776,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
335,West Potomac Park,38.885906,-77.047211,A Few Good Men,https://www.latlong.net/location/a-few-good-men-locations-1584
336,Maplewood,40.731346,-74.279045,A Good Person,https://www.latlong.net/location/a-good-person-locations-1822
337,NJ Tpke,40.799316,-74.077499,A Good Person,https://www.latlong.net/location/a-good-person-locations-1822
338,Passaic,40.857327,-74.136749,A Good Person,https://www.latlong.net/location/a-good-person-locations-1822
339,Pastime Tavern (Closed),40.644508,-74.212524,A Good Person,https://www.latlong.net/location/a-good-person-locations-1822
340,Rutherford,40.827072,-74.110641,A Good Person,https://www.latlong.net/location/a-good-person-locations-1822
341,South Orange,40.751278,-74.267525,A Good Person,https://www.latlong.net/location/a-good-person-locations-1822
342,Toronto,43.682125,-79.457047,A Good Person,https://www.latlong.net/location/a-good-person-locations-1822
343,Vancouver,49.27449,-123.150764,A Good Person,https://www.latlong.net/location/a-good-person-locations-1822
344,Campiello dei Miracoli,45.439651,12.339332,A Haunting in Venice,https://www.latlong.net/location/a-haunting-in-venice-locations-1830
345,Campo S. Giacomo da l'Orio,45.43998,12.327598,A Haunting in Venice,https://www.latlong.net/location/a-haunting-in-venice-locations-1830
346,Campo Santa Maria Nova,45.439865,12.338901,A Haunting in Venice,https://www.latlong.net/location/a-haunting-in-venice-locations-1830
347,Conservatorio Benedetto Marcello,45.432343,12.330263,A Haunting in Venice,https://www.latlong.net/location/a-haunting-in-venice-locations-1830
348,Palazzo Malipiero,45.433151,12.327797,A Haunting in Venice,https://www.latlong.net/location/a-haunting-in-venice-locations-1830
349,Pinewood Studios,51.548866,-0.532093,A Haunting in Venice,https://www.latlong.net/location/a-haunting-in-venice-locations-1830
350,Rio della Canonica,45.434776,12.340472,A Haunting in Venice,https://www.latlong.net/location/a-haunting-in-venice-locations-1830
351,Scala Contarini del Bovolo,45.435085,12.334434,A Haunting in Venice,https://www.latlong.net/location/a-haunting-in-venice-locations-1830
352,Venice,45.441586,12.306491,A Haunting in Venice,https://www.latlong.net/location/a-haunting-in-venice-locations-1830
353,Bosse Field,37.992867,-87.562828,A League of Their Own,https://www.latlong.net/location/a-league-of-their-own-locations-1618
354,Cooperstown,42.699078,-74.931801,A League of Their Own,https://www.latlong.net/location/a-league-of-their-own-locations-1618
355,Dedeaux Field,34.023907,-118.290024,A League of Their Own,https://www.latlong.net/location/a-league-of-their-own-locations-1618
356,Evansville,37.995045,-87.550468,A League of Their Own,https://www.latlong.net/location/a-league-of-their-own-locations-1618
357,Fitzgerald's,41.865078,-87.790039,A League of Their Own,https://www.latlong.net/location/a-league-of-their-own-locations-1618
358,Henderson,37.837498,-87.597672,A League of Their Own,https://www.latlong.net/location/a-league-of-their-own-locations-1618
359,Hornville Tavern,38.131145,-87.601219,A League of Their Own,https://www.latlong.net/location/a-league-of-their-own-locations-1618
360,Huntingburg,38.299637,-86.962402,A League of Their Own,https://www.latlong.net/location/a-league-of-their-own-locations-1618
361,Illinois Railway Museum,42.227783,-88.528687,A League of Their Own,https://www.latlong.net/location/a-league-of-their-own-locations-1618
362,Jay Littleton Ball Park,34.076984,-117.628738,A League of Their Own,https://www.latlong.net/location/a-league-of-their-own-locations-1618
363,League Stadium,38.28981,-86.945335,A League of Their Own,https://www.latlong.net/location/a-league-of-their-own-locations-1618
364,New Harmony,38.12986,-87.935516,A League of Their Own,https://www.latlong.net/location/a-league-of-their-own-locations-1618
365,Robert R. McCormick House,41.855801,-88.153923,A League of Their Own,https://www.latlong.net/location/a-league-of-their-own-locations-1618
366,Union,42.234097,-88.545982,A League of Their Own,https://www.latlong.net/location/a-league-of-their-own-locations-1618
367,Wrigley Field,41.94846,-87.655502,A League of Their Own,https://www.latlong.net/location/a-league-of-their-own-locations-1618
368,118 E 6th St,34.044716,-118.249466,A Lot Like Love,https://www.latlong.net/location/a-lot-like-love-locations-751
369,12905 Ventura Blvd,34.145363,-118.414085,A Lot Like Love,https://www.latlong.net/location/a-lot-like-love-locations-751
370,1321 Carroll Ave (Oliver and Bridget's house),34.069317,-118.253738,A Lot Like Love,https://www.latlong.net/location/a-lot-like-love-locations-751
371,17050 Magnolia Blvd (Oliver's house),34.164734,-118.505028,A Lot Like Love,https://www.latlong.net/location/a-lot-like-love-locations-751
372,2649 North Beachwood Dr (Oliver's apartment in LA),34.118874,-118.321495,A Lot Like Love,https://www.latlong.net/location/a-lot-like-love-locations-751
373,3900 Sunset Blvd,34.091541,-118.279831,A Lot Like Love,https://www.latlong.net/location/a-lot-like-love-locations-751
374,3910 Sunset Blvd,34.091728,-118.280014,A Lot Like Love,https://www.latlong.net/location/a-lot-like-love-locations-751
375,61 N Raymond Ave,34.146873,-118.149071,A Lot Like Love,https://www.latlong.net/location/a-lot-like-love-locations-751
376,Antelope Valley,34.751369,-118.252296,A Lot Like Love,https://www.latlong.net/location/a-lot-like-love-locations-751
377,Joshua Tree National Park,33.87093,-115.904968,A Lot Like Love,https://www.latlong.net/location/a-lot-like-love-locations-751
378,Los Feliz Theater,34.104343,-118.291466,A Lot Like Love,https://www.latlong.net/location/a-lot-like-love-locations-751
379,Mountain View Mortuary & Cemetery,34.187141,-118.150383,A Lot Like Love,https://www.latlong.net/location/a-lot-like-love-locations-751
380,Riverside County,33.753853,-116.215775,A Lot Like Love,https://www.latlong.net/location/a-lot-like-love-locations-751
381,Sunset Laundry,34.090973,-118.279335,A Lot Like Love,https://www.latlong.net/location/a-lot-like-love-locations-751
382,Villa Elaine Apartments,34.093719,-118.326859,A Lot Like Love,https://www.latlong.net/location/a-lot-like-love-locations-751
383,Brecksville,41.299942,-81.635025,A Man Called Otto,https://www.latlong.net/location/a-man-called-otto-locations-1700
384,Cuyahoga Valley Nation Park,41.280827,-81.567955,A Man Called Otto,https://www.latlong.net/location/a-man-called-otto-locations-1700
